日期,河名,站名,水位,流量,含沙量
2008/1/1,伊河                          ,陆浑坝上出库,-,-,-
2008/1/1,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/1,洛河                          ,卢氏                          ,-,-,-
2008/1/1,洛河                          ,故县水库蓄水量,524.23,(4.86)亿,-
2008/1/1,洛河                          ,故县水库出库,-,-,-
2008/1/1,洛河                          ,长水（二）                    ,378.04,1.65,-
2008/1/1,洛河                          ,白马寺                        ,114.13,14.7,-
2008/1/1,伊洛河                        ,黑石关                        ,105.09,26.2,-
2008/1/1,丹河                          ,山路坪                        ,-,-,-
2008/1/1,沁河                          ,五龙口                        ,141.27,8.1,-
2008/1/1,沁河                          ,武陟                          ,100.83,7.1,-
2008/1/1,黄河                          ,花园口                        ,89.33,545,-
2008/1/1,黄河                          ,夹河滩                        ,72.65,525,-
2008/1/1,黄河                          ,高村                          ,58.73,509,-
2008/1/1,黄河                          ,孙口                          ,44.16,495,-
2008/1/1,大汶河                        ,戴村坝,-,-,-
2008/1/1,东平湖                        ,东平湖老湖蓄水量,41.82,(3.55)亿,-
2008/1/1,大汶河                        ,出湖闸,-,-,-
2008/1/1,黄河                          ,艾山                          ,37.12,380,-
2008/1/1,黄河                          ,泺口                          ,25.41,340,-
2008/1/1,黄河                          ,利津                          ,9.22,250,-
2008/1/2,黄河                          ,唐乃亥                        ,2670.51,180,-
2008/1/2,黄河                          ,龙羊峡入库,-,204,-
2008/1/2,黄河                          ,龙羊峡蓄水量,2584.88,(192)亿,-
2008/1/2,黄河                          ,龙羊峡出库,-,401,-
2008/1/2,黄河                          ,刘家峡入库,-,566,-
2008/1/2,黄河                          ,刘家峡蓄水量,1726.2,(29.5)亿,-
2008/1/2,黄河                          ,刘家峡出库,-,442,-
2008/1/2,黄河                          ,兰州                          ,1510.68,420,-
2008/1/2,黄河                          ,下河沿                        ,1229.28,546,-
2008/1/2,黄河                          ,石嘴山                        ,1085.59,610,-
2008/1/2,黄河                          ,巴彦高勒                      ,1052.49,440,-
2008/1/2,黄河                          ,三湖河口                      ,1018.72,540,-
2008/1/2,黄河                          ,包头                          ,-,-,-
2008/1/2,黄河                          ,头道拐                        ,987.8,244,-
2008/1/2,黄河                          ,万家寨蓄水量,973.25,(3.89)亿,-
2008/1/2,黄河                          ,万家寨上出库,-,215,-
2008/1/2,黄河                          ,万家寨下                      ,895.69,215,-
2008/1/2,黄河                          ,府谷                          ,808.49,244,-
2008/1/2,黄河                          ,吴堡                          ,636.17,223,*22.6
2008/1/2,黄河                          ,龙门                          ,381.82,143,*42.6
2008/1/2,汾河                          ,河津                          ,370.61,9.46,*0.661
2008/1/2,北洛河                        ,状头                          ,361.31,0.955,-
2008/1/2,泾河                          ,张家山                        ,420.36,2.05,-
2008/1/2,渭河                          ,咸阳                          ,381.33,37.3,-
2008/1/2,渭河                          ,华县(二)                      ,334.75,70,*11.5
2008/1/2,黄河                          ,潼关                          ,325.11,320,*22.4
2008/1/2,黄河                          ,史家滩蓄水量,317.55,(4.32)亿,-
2008/1/2,黄河                          ,三门峡                        ,272.88,289,*29.1
2008/1/2,黄河                          ,小浪底上蓄水量,251.2,(53.2)亿,-
2008/1/2,黄河                          ,小浪底                        ,133.3,566,*77.6
2008/1/2,伊河                          ,东湾                          ,-,-,-
2008/1/2,伊河                          ,陆浑坝上蓄水量,309.37,(3.21)亿,-
2008/1/2,伊河                          ,陆浑坝上出库,-,-,-
2008/1/2,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/2,洛河                          ,卢氏                          ,-,-,-
2008/1/2,洛河                          ,故县水库蓄水量,524.25,(4.86)亿,-
2008/1/2,洛河                          ,故县水库出库,-,-,-
2008/1/2,洛河                          ,长水（二）                    ,378.1,2.65,-
2008/1/2,洛河                          ,白马寺                        ,114.18,17.7,-
2008/1/2,伊洛河                        ,黑石关                        ,104.9,16.3,-
2008/1/2,丹河                          ,山路坪                        ,-,-,-
2008/1/2,沁河                          ,五龙口                        ,-,-,-
2008/1/2,沁河                          ,武陟                          ,100.78,10.8,-
2008/1/2,黄河                          ,花园口                        ,89.33,510,-
2008/1/2,黄河                          ,夹河滩                        ,72.64,505,-
2008/1/2,黄河                          ,高村                          ,58.77,460,-
2008/1/2,黄河                          ,孙口                          ,44.13,472,-
2008/1/2,大汶河                        ,戴村坝,-,-,-
2008/1/2,东平湖                        ,东平湖老湖蓄水量,41.82,(3.55)亿,-
2008/1/2,大汶河                        ,出湖闸,-,-,-
2008/1/2,黄河                          ,艾山                          ,37.06,320,-
2008/1/2,黄河                          ,泺口                          ,25.41,340,-
2008/1/2,黄河                          ,利津                          ,9.21,244,-
2008/1/3,黄河                          ,唐乃亥                        ,2670.52,183,-
2008/1/3,黄河                          ,龙羊峡入库,-,280,-
2008/1/3,黄河                          ,龙羊峡蓄水量,2584.85,(192)亿,-
2008/1/3,黄河                          ,龙羊峡出库,-,397,-
2008/1/3,黄河                          ,刘家峡入库,-,501,-
2008/1/3,黄河                          ,刘家峡蓄水量,1726.24,(29.5)亿,-
2008/1/3,黄河                          ,刘家峡出库,-,445,-
2008/1/3,黄河                          ,兰州                          ,1510.66,411,-
2008/1/3,黄河                          ,下河沿                        ,1229.28,546,-
2008/1/3,黄河                          ,石嘴山                        ,1085.63,630,-
2008/1/3,黄河                          ,巴彦高勒                      ,1052.45,435,-
2008/1/3,黄河                          ,三湖河口                      ,1018.72,540,-
2008/1/3,黄河                          ,包头                          ,-,-,-
2008/1/3,黄河                          ,头道拐                        ,987.82,247,-
2008/1/3,黄河                          ,万家寨蓄水量,973.16,(3.87)亿,-
2008/1/3,黄河                          ,万家寨上出库,-,59,-
2008/1/3,黄河                          ,万家寨下                      ,894.92,59,-
2008/1/3,黄河                          ,府谷                          ,808.53,252,-
2008/1/3,黄河                          ,吴堡                          ,636.34,325,*22.6
2008/1/3,黄河                          ,龙门                          ,381.74,112,*42.6
2008/1/3,汾河                          ,河津                          ,370.67,10.6,*0.661
2008/1/3,北洛河                        ,状头                          ,361.32,1.07,-
2008/1/3,泾河                          ,张家山                        ,420.32,1.42,-
2008/1/3,渭河                          ,咸阳                          ,381.33,37.3,-
2008/1/3,渭河                          ,华县(二)                      ,334.69,63,*11.5
2008/1/3,黄河                          ,潼关                          ,325,255,*22.4
2008/1/3,黄河                          ,史家滩蓄水量,317.72,(4.47)亿,-
2008/1/3,黄河                          ,三门峡                        ,272.28,151,*29.1
2008/1/3,黄河                          ,小浪底上蓄水量,251.09,(53)亿,-
2008/1/3,黄河                          ,小浪底                        ,133.21,400,*77.6
2008/1/3,伊河                          ,东湾                          ,-,-,-
2008/1/3,伊河                          ,陆浑坝上蓄水量,309.3,(3.19)亿,-
2008/1/3,伊河                          ,陆浑坝上出库,-,-,-
2008/1/3,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/3,洛河                          ,卢氏                          ,-,-,-
2008/1/3,洛河                          ,故县水库蓄水量,524.31,(4.87)亿,-
2008/1/3,洛河                          ,故县水库出库,-,-,-
2008/1/3,洛河                          ,长水（二）                    ,378.04,1.65,-
2008/1/3,洛河                          ,白马寺                        ,114.13,12,-
2008/1/3,伊洛河                        ,黑石关                        ,104.97,19.6,-
2008/1/3,丹河                          ,山路坪                        ,-,-,-
2008/1/3,沁河                          ,五龙口                        ,-,-,-
2008/1/3,沁河                          ,武陟                          ,100.68,7.8,-
2008/1/3,黄河                          ,花园口                        ,89.49,615,-
2008/1/3,黄河                          ,夹河滩                        ,72.67,545,-
2008/1/3,黄河                          ,高村                          ,58.84,487,-
2008/1/3,黄河                          ,孙口                          ,44.06,492,-
2008/1/3,大汶河                        ,戴村坝,-,-,-
2008/1/3,东平湖                        ,东平湖老湖蓄水量,41.82,(3.55)亿,-
2008/1/3,大汶河                        ,出湖闸,-,-,-
2008/1/3,黄河                          ,艾山                          ,37.09,330,-
2008/1/3,黄河                          ,泺口                          ,25.37,316,-
2008/1/3,黄河                          ,利津                          ,9.23,254,-
2008/1/4,黄河                          ,唐乃亥                        ,2670.53,187,-
2008/1/4,黄河                          ,龙羊峡入库,-,189,-
2008/1/4,黄河                          ,龙羊峡蓄水量,2584.78,(192)亿,-
2008/1/4,黄河                          ,龙羊峡出库,-,465,-
2008/1/4,黄河                          ,刘家峡入库,-,425,-
2008/1/4,黄河                          ,刘家峡蓄水量,1726.23,(29.5)亿,-
2008/1/4,黄河                          ,刘家峡出库,-,453,-
2008/1/4,黄河                          ,兰州                          ,1511.33,764,-
2008/1/4,黄河                          ,下河沿                        ,1229.24,528,-
2008/1/4,黄河                          ,石嘴山                        ,1085.5,560,-
2008/1/4,黄河                          ,巴彦高勒                      ,1052.53,448,-
2008/1/4,黄河                          ,三湖河口                      ,1018.55,490,-
2008/1/4,黄河                          ,包头                          ,-,-,-
2008/1/4,黄河                          ,头道拐                        ,987.84,257,-
2008/1/4,黄河                          ,万家寨蓄水量,973.12,(3.86)亿,-
2008/1/4,黄河                          ,万家寨上出库,-,160,-
2008/1/4,黄河                          ,万家寨下                      ,895.49,160,-
2008/1/4,黄河                          ,府谷                          ,808.41,230,-
2008/1/4,黄河                          ,吴堡                          ,636.59,507,*22.6
2008/1/4,黄河                          ,龙门                          ,382,250,*42.6
2008/1/4,汾河                          ,河津                          ,370.81,13.6,*0.661
2008/1/4,北洛河                        ,状头                          ,361.32,1.07,-
2008/1/4,泾河                          ,张家山                        ,420.32,1.42,-
2008/1/4,渭河                          ,咸阳                          ,381.35,38.6,-
2008/1/4,渭河                          ,华县(二)                      ,334.7,64,*11.5
2008/1/4,黄河                          ,潼关                          ,325.08,295,*22.4
2008/1/4,黄河                          ,史家滩蓄水量,317.67,(4.42)亿,-
2008/1/4,黄河                          ,三门峡                        ,272.25,145,*29.1
2008/1/4,黄河                          ,小浪底上蓄水量,251.04,(52.9)亿,-
2008/1/4,黄河                          ,小浪底                        ,132.83,267,*77.6
2008/1/4,伊河                          ,东湾                          ,-,-,-
2008/1/4,伊河                          ,陆浑坝上蓄水量,309.22,(3.17)亿,-
2008/1/4,伊河                          ,陆浑坝上出库,-,-,-
2008/1/4,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/4,洛河                          ,卢氏                          ,-,-,-
2008/1/4,洛河                          ,故县水库蓄水量,524.3,(4.87)亿,-
2008/1/4,洛河                          ,故县水库出库,-,-,-
2008/1/4,洛河                          ,长水（二）                    ,378.12,3,-
2008/1/4,洛河                          ,白马寺                        ,114.12,11.4,-
2008/1/4,伊洛河                        ,黑石关                        ,104.89,15.8,-
2008/1/4,丹河                          ,山路坪                        ,-,-,-
2008/1/4,沁河                          ,五龙口                        ,-,-,-
2008/1/4,沁河                          ,武陟                          ,100.66,7.3,-
2008/1/4,黄河                          ,花园口                        ,89.33,510,-
2008/1/4,黄河                          ,夹河滩                        ,72.72,595,-
2008/1/4,黄河                          ,高村                          ,58.74,448,-
2008/1/4,黄河                          ,孙口                          ,44.18,589,-
2008/1/4,大汶河                        ,戴村坝,-,-,-
2008/1/4,东平湖                        ,东平湖老湖蓄水量,41.83,(3.56)亿,-
2008/1/4,大汶河                        ,出湖闸,-,-,-
2008/1/4,黄河                          ,艾山                          ,37.12,350,-
2008/1/4,黄河                          ,泺口                          ,25.4,295,-
2008/1/4,黄河                          ,利津                          ,9.25,258,-
2008/1/5,黄河                          ,唐乃亥                        ,2670.53,187,-
2008/1/5,黄河                          ,龙羊峡入库,-,170,-
2008/1/5,黄河                          ,龙羊峡蓄水量,2584.72,(192)亿,-
2008/1/5,黄河                          ,龙羊峡出库,-,406,-
2008/1/5,黄河                          ,刘家峡入库,-,488,-
2008/1/5,黄河                          ,刘家峡蓄水量,1726.33,(29.6)亿,-
2008/1/5,黄河                          ,刘家峡出库,-,446,-
2008/1/5,黄河                          ,兰州                          ,1510.84,495,-
2008/1/5,黄河                          ,下河沿                        ,1229.2,512,-
2008/1/5,黄河                          ,石嘴山                        ,1085.5,560,-
2008/1/5,黄河                          ,巴彦高勒                      ,1052.55,450,-
2008/1/5,黄河                          ,三湖河口                      ,1018.34,400,-
2008/1/5,黄河                          ,包头                          ,-,-,-
2008/1/5,黄河                          ,头道拐                        ,987.85,259,-
2008/1/5,黄河                          ,万家寨蓄水量,972.97,(3.82)亿,-
2008/1/5,黄河                          ,万家寨上出库,-,160,-
2008/1/5,黄河                          ,万家寨下                      ,895.49,160,-
2008/1/5,黄河                          ,府谷                          ,808.41,230,-
2008/1/5,黄河                          ,吴堡                          ,636.32,311,*22.6
2008/1/5,黄河                          ,龙门                          ,382.13,315,*42.6
2008/1/5,汾河                          ,河津                          ,370.86,15,*0.661
2008/1/5,北洛河                        ,状头                          ,361.32,1.07,-
2008/1/5,泾河                          ,张家山                        ,420.32,1.42,-
2008/1/5,渭河                          ,咸阳                          ,381.34,38,-
2008/1/5,渭河                          ,华县(二)                      ,334.75,70,*11.5
2008/1/5,黄河                          ,潼关                          ,325.05,280,*22.4
2008/1/5,黄河                          ,史家滩蓄水量,317.54,(4.31)亿,-
2008/1/5,黄河                          ,三门峡                        ,272.87,286,*29.1
2008/1/5,黄河                          ,小浪底上蓄水量,251.01,(50.8)亿,-
2008/1/5,黄河                          ,小浪底                        ,132.97,314,*77.6
2008/1/5,伊河                          ,东湾                          ,-,-,-
2008/1/5,伊河                          ,陆浑坝上蓄水量,309.15,(3.15)亿,-
2008/1/5,伊河                          ,陆浑坝上出库,-,-,-
2008/1/5,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/5,洛河                          ,卢氏                          ,-,-,-
2008/1/5,洛河                          ,故县水库蓄水量,524.34,(4.87)亿,-
2008/1/5,洛河                          ,故县水库出库,-,-,-
2008/1/5,洛河                          ,长水（二）                    ,378.04,1.65,-
2008/1/5,洛河                          ,白马寺                        ,114.11,10.7,-
2008/1/5,伊洛河                        ,黑石关                        ,104.89,15.8,-
2008/1/5,丹河                          ,山路坪                        ,-,-,-
2008/1/5,沁河                          ,五龙口                        ,-,-,-
2008/1/5,沁河                          ,武陟                          ,100.6,5.82,-
2008/1/5,黄河                          ,花园口                        ,89.37,535,-
2008/1/5,黄河                          ,夹河滩                        ,72.64,510,-
2008/1/5,黄河                          ,高村                          ,58.69,508,-
2008/1/5,黄河                          ,孙口                          ,44.07,505,-
2008/1/5,大汶河                        ,戴村坝,-,-,-
2008/1/5,东平湖                        ,东平湖老湖蓄水量,41.83,(3.56)亿,-
2008/1/5,大汶河                        ,出湖闸,-,-,-
2008/1/5,黄河                          ,艾山                          ,37.39,630,-
2008/1/5,黄河                          ,泺口                          ,25.6,345,-
2008/1/5,黄河                          ,利津                          ,9.2,243,-
2008/1/6,黄河                          ,唐乃亥                        ,2670.51,180,-
2008/1/6,黄河                          ,龙羊峡入库,-,110,-
2008/1/6,黄河                          ,龙羊峡蓄水量,2584.64,(191)亿,-
2008/1/6,黄河                          ,龙羊峡出库,-,425,-
2008/1/6,黄河                          ,刘家峡入库,-,608,-
2008/1/6,黄河                          ,刘家峡蓄水量,1726.39,(29.7)亿,-
2008/1/6,黄河                          ,刘家峡出库,-,442,-
2008/1/6,黄河                          ,兰州                          ,1510.64,402,-
2008/1/6,黄河                          ,下河沿                        ,1229.2,512,-
2008/1/6,黄河                          ,石嘴山                        ,1085.55,592,-
2008/1/6,黄河                          ,巴彦高勒                      ,1052.56,452,-
2008/1/6,黄河                          ,三湖河口                      ,1018.16,310,-
2008/1/6,黄河                          ,包头                          ,-,-,-
2008/1/6,黄河                          ,头道拐                        ,987.85,259,-
2008/1/6,黄河                          ,万家寨蓄水量,972.56,(3.73)亿,-
2008/1/6,黄河                          ,万家寨上出库,-,256,-
2008/1/6,黄河                          ,万家寨下                      ,895.91,256,-
2008/1/6,黄河                          ,府谷                          ,808.53,254,-
2008/1/6,黄河                          ,吴堡                          ,636.29,293,*22.6
2008/1/6,黄河                          ,龙门                          ,382.39,465,*42.6
2008/1/6,汾河                          ,河津                          ,370.87,15.2,*0.661
2008/1/6,北洛河                        ,状头                          ,361.55,7.04,-
2008/1/6,泾河                          ,张家山                        ,420.32,1.42,-
2008/1/6,渭河                          ,咸阳                          ,381.32,36.1,-
2008/1/6,渭河                          ,华县(二)                      ,334.78,73.5,*11.5
2008/1/6,黄河                          ,潼关                          ,325.28,410,*22.4
2008/1/6,黄河                          ,史家滩蓄水量,317.44,(4.24)亿,-
2008/1/6,黄河                          ,三门峡                        ,272.41,172,*29.1
2008/1/6,黄河                          ,小浪底上蓄水量,250.96,(50.7)亿,-
2008/1/6,黄河                          ,小浪底                        ,132.72,254,*77.6
2008/1/6,伊河                          ,东湾                          ,-,-,-
2008/1/6,伊河                          ,陆浑坝上蓄水量,309.08,(3.14)亿,-
2008/1/6,伊河                          ,陆浑坝上出库,-,-,-
2008/1/6,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/6,洛河                          ,卢氏                          ,-,-,-
2008/1/6,洛河                          ,故县水库蓄水量,524.36,(4.87)亿,-
2008/1/6,洛河                          ,故县水库出库,-,-,-
2008/1/6,洛河                          ,长水（二）                    ,378.06,1.98,-
2008/1/6,洛河                          ,白马寺                        ,114.11,10.7,-
2008/1/6,伊洛河                        ,黑石关                        ,104.83,13.3,-
2008/1/6,丹河                          ,山路坪                        ,-,-,-
2008/1/6,沁河                          ,五龙口                        ,-,-,-
2008/1/6,沁河                          ,武陟                          ,100.6,5.82,-
2008/1/6,黄河                          ,花园口                        ,89.48,510,-
2008/1/6,黄河                          ,夹河滩                        ,72.61,510,-
2008/1/6,黄河                          ,高村                          ,58.69,508,-
2008/1/6,黄河                          ,孙口                          ,43.95,416,-
2008/1/6,大汶河                        ,戴村坝,-,-,-
2008/1/6,东平湖                        ,东平湖老湖蓄水量,41.84,(3.58)亿,-
2008/1/6,大汶河                        ,出湖闸,-,-,-
2008/1/6,黄河                          ,艾山                          ,37.15,373,-
2008/1/6,黄河                          ,泺口                          ,25.78,390,-
2008/1/6,黄河                          ,利津                          ,9.2,243,-
2008/1/7,黄河                          ,唐乃亥                        ,2670.53,187,-
2008/1/7,黄河                          ,龙羊峡入库,-,202,-
2008/1/7,黄河                          ,龙羊峡蓄水量,2584.59,(191)亿,-
2008/1/7,黄河                          ,龙羊峡出库,-,437,-
2008/1/7,黄河                          ,刘家峡入库,-,476,-
2008/1/7,黄河                          ,刘家峡蓄水量,1726.41,(29.7)亿,-
2008/1/7,黄河                          ,刘家峡出库,-,462,-
2008/1/7,黄河                          ,兰州                          ,1510.77,461,-
2008/1/7,黄河                          ,下河沿                        ,1229.35,579,-
2008/1/7,黄河                          ,石嘴山                        ,1085.48,555,-
2008/1/7,黄河                          ,巴彦高勒                      ,1052.6,405,-
2008/1/7,黄河                          ,三湖河口                      ,1018.03,250,-
2008/1/7,黄河                          ,包头                          ,-,-,-
2008/1/7,黄河                          ,头道拐                        ,987.86,317,-
2008/1/7,黄河                          ,万家寨蓄水量,972.3,(3.67)亿,-
2008/1/7,黄河                          ,万家寨上出库,-,215,-
2008/1/7,黄河                          ,万家寨下                      ,895.69,215,-
2008/1/7,黄河                          ,府谷                          ,808.12,160,-
2008/1/7,黄河                          ,吴堡                          ,636.33,318,*22.6
2008/1/7,黄河                          ,龙门                          ,382.43,485,*42.6
2008/1/7,汾河                          ,河津                          ,370.93,16.7,*0.661
2008/1/7,北洛河                        ,状头                          ,361.53,6.32,-
2008/1/7,泾河                          ,张家山                        ,420.32,1.42,-
2008/1/7,渭河                          ,咸阳                          ,381.32,36.1,-
2008/1/7,渭河                          ,华县(二)                      ,334.76,70.5,*11.5
2008/1/7,黄河                          ,潼关                          ,325.44,470,*22.4
2008/1/7,黄河                          ,史家滩蓄水量,317.46,(4.25)亿,-
2008/1/7,黄河                          ,三门峡                        ,272.67,228,*29.1
2008/1/7,黄河                          ,小浪底上蓄水量,250.89,(50.6)亿,-
2008/1/7,黄河                          ,小浪底                        ,133,390,*77.6
2008/1/7,伊河                          ,东湾                          ,-,-,-
2008/1/7,伊河                          ,陆浑坝上蓄水量,308.98,(3.11)亿,-
2008/1/7,伊河                          ,陆浑坝上出库,-,-,-
2008/1/7,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/7,洛河                          ,卢氏                          ,-,-,-
2008/1/7,洛河                          ,故县水库蓄水量,524.42,(4.89)亿,-
2008/1/7,洛河                          ,故县水库出库,-,-,-
2008/1/7,洛河                          ,长水（二）                    ,378.02,1.34,-
2008/1/7,洛河                          ,白马寺                        ,114.11,10.7,-
2008/1/7,伊洛河                        ,黑石关                        ,104.83,14.5,-
2008/1/7,丹河                          ,山路坪                        ,-,-,-
2008/1/7,沁河                          ,五龙口                        ,-,-,-
2008/1/7,沁河                          ,武陟                          ,100.57,5.35,-
2008/1/7,黄河                          ,花园口                        ,89.53,550,-
2008/1/7,黄河                          ,夹河滩                        ,72.68,555,-
2008/1/7,黄河                          ,高村                          ,58.65,496,1
2008/1/7,黄河                          ,孙口                          ,44.06,490,-
2008/1/7,大汶河                        ,戴村坝,-,-,-
2008/1/7,东平湖                        ,东平湖老湖蓄水量,41.85,(3.59)亿,-
2008/1/7,大汶河                        ,出湖闸,-,-,-
2008/1/7,黄河                          ,艾山                          ,37.03,352,-
2008/1/7,黄河                          ,泺口                          ,25.79,395,-
2008/1/7,黄河                          ,利津                          ,9.48,334,-
2008/1/8,黄河                          ,唐乃亥                        ,2670.53,187,-
2008/1/8,黄河                          ,龙羊峡入库,-,201,-
2008/1/8,黄河                          ,龙羊峡蓄水量,2584.52,(191)亿,-
2008/1/8,黄河                          ,龙羊峡出库,-,468,-
2008/1/8,黄河                          ,刘家峡入库,-,434,-
2008/1/8,黄河                          ,刘家峡蓄水量,1726.38,(29.7)亿,-
2008/1/8,黄河                          ,刘家峡出库,-,448,-
2008/1/8,黄河                          ,兰州                          ,1511.15,657,-
2008/1/8,黄河                          ,下河沿                        ,1229.27,542,-
2008/1/8,黄河                          ,石嘴山                        ,1085.49,560,-
2008/1/8,黄河                          ,巴彦高勒                      ,1052.72,460,-
2008/1/8,黄河                          ,三湖河口                      ,1017.98,230,-
2008/1/8,黄河                          ,包头                          ,-,-,-
2008/1/8,黄河                          ,头道拐                        ,987.86,317,-
2008/1/8,黄河                          ,万家寨蓄水量,972.19,(3.64)亿,-
2008/1/8,黄河                          ,万家寨上出库,-,269,-
2008/1/8,黄河                          ,万家寨下                      ,895.86,269,-
2008/1/8,黄河                          ,府谷                          ,808.58,261,-
2008/1/8,黄河                          ,吴堡                          ,636.53,459,*22.6
2008/1/8,黄河                          ,龙门                          ,382.2,340,*42.6
2008/1/8,汾河                          ,河津                          ,370.91,16.3,*0.661
2008/1/8,北洛河                        ,状头                          ,361.45,3.82,-
2008/1/8,泾河                          ,张家山                        ,420.32,1.42,-
2008/1/8,渭河                          ,咸阳                          ,381.26,32.5,-
2008/1/8,渭河                          ,华县(二)                      ,334.75,70,*11.5
2008/1/8,黄河                          ,潼关                          ,325.43,452,*22.4
2008/1/8,黄河                          ,史家滩蓄水量,317.59,(4.35)亿,-
2008/1/8,黄河                          ,三门峡                        ,272.72,243,*29.1
2008/1/8,黄河                          ,小浪底上蓄水量,250.85,(50.5)亿,-
2008/1/8,黄河                          ,小浪底                        ,132.93,442,*77.6
2008/1/8,伊河                          ,东湾                          ,-,-,-
2008/1/8,伊河                          ,陆浑坝上蓄水量,308.85,(3.08)亿,-
2008/1/8,伊河                          ,陆浑坝上出库,-,-,-
2008/1/8,伊河                          ,龙门镇                        ,147.27,0.74,-
2008/1/8,洛河                          ,卢氏                          ,-,-,-
2008/1/8,洛河                          ,故县水库蓄水量,524.45,(4.89)亿,-
2008/1/8,洛河                          ,故县水库出库,-,-,-
2008/1/8,洛河                          ,长水（二）                    ,378.05,1.83,-
2008/1/8,洛河                          ,白马寺                        ,114.09,9.48,-
2008/1/8,伊洛河                        ,黑石关                        ,104.81,13.7,-
2008/1/8,丹河                          ,山路坪                        ,-,-,-
2008/1/8,沁河                          ,五龙口                        ,-,-,-
2008/1/8,沁河                          ,武陟                          ,100.55,5.03,-
2008/1/8,黄河                          ,花园口                        ,89.41,455,-
2008/1/8,黄河                          ,夹河滩                        ,72.66,515,-
2008/1/8,黄河                          ,高村                          ,58.67,486,-
2008/1/8,黄河                          ,孙口                          ,43.84,355,-
2008/1/8,大汶河                        ,戴村坝,-,-,-
2008/1/8,东平湖                        ,东平湖老湖蓄水量,41.85,(3.59)亿,-
2008/1/8,大汶河                        ,出湖闸,-,-,-
2008/1/8,黄河                          ,艾山                          ,37.32,570,-
2008/1/8,黄河                          ,泺口                          ,25.69,340,-
2008/1/8,黄河                          ,利津                          ,9.57,369,-
2008/1/9,黄河                          ,唐乃亥                        ,2670.52,183,-
2008/1/9,黄河                          ,龙羊峡入库,-,181,-
2008/1/9,黄河                          ,龙羊峡蓄水量,2584.45,(191)亿,-
2008/1/9,黄河                          ,龙羊峡出库,-,454,-
2008/1/9,黄河                          ,刘家峡入库,-,599,-
2008/1/9,黄河                          ,刘家峡蓄水量,1726.5,(29.8)亿,-
2008/1/9,黄河                          ,刘家峡出库,-,433,-
2008/1/9,黄河                          ,兰州                          ,1510.69,424,-
2008/1/9,黄河                          ,下河沿                        ,1229.23,524,-
2008/1/9,黄河                          ,石嘴山                        ,1085.54,586,-
2008/1/9,黄河                          ,巴彦高勒                      ,1052.72,460,-
2008/1/9,黄河                          ,三湖河口                      ,1017.99,240,-
2008/1/9,黄河                          ,包头                          ,-,-,-
2008/1/9,黄河                          ,头道拐                        ,987.86,317,-
2008/1/9,黄河                          ,万家寨蓄水量,972.41,(3.69)亿,-
2008/1/9,黄河                          ,万家寨上出库,-,227,-
2008/1/9,黄河                          ,万家寨下                      ,895.73,227,-
